entry,shrsubclusters1,shrclusdir1,trk_len,topological_score,shr_tkfit_2cm_dedx_V,sub,shr_start_z,trk_end_z_v,trk_start_x_v,trk_start_y_v,backtracked_pdg,nslice,trk_score,nu_e,trkshrhitdist0,trk_theta_v,shrclusfrac0,shr_score,_opfilter_pe_veto,shr_dedx_Y,shr_tkfit_nhits_U,contained_fraction,trk_energy_tot,p,hits_v,secondshower_U_dir,selected,secondshower_Y_vtxdist,trk_sce_start_y_v,shr_dedx_V,ccnc,shr_tkfit_dedx_Y,shr_pz,true_nu_vtx_x,shr_px,shrPCA1CMed_5cm,shr_bkt_E,trk_end_y_v,shr_energy_tot,shr_theta,trk_id,trk_len_v,shr_tkfit_2cm_nhits_V,secondshower_U_nhit,nproton,shr_bkt_pdg,n_showers_contained,shrmoliererms,muon_e,best_cosmic_flashmatch_score,shrmoliereavg,shr_tkfit_dedx_U,secondshower_Y_dir,CosmicIP,reco_nu_vtx_x,secondshower_V_dir,nu_pdg,best_obviouscosmic_flashmatch_score,shrclusfrac2,shrsubclusters2,pi0truth_elec_etot,CosmicDirAll3D,shrclusfrac1,evt,shr_tkfit_npoints,reco_nu_vtx_sce_y,slnhits,shr_tkfit_gap10_dedx_Y,shr_dedx_Y_cali,shr_start_y,trk_sce_start_z_v,trk_phi_v,shr_tkfit_nhits_Y,category,tksh_angle,shr_theta_v,shr_tkfit_2cm_nhits_U,trk_hits_u_tot,true_nu_vtx_z,run,shr_tkfit_gap10_dedx_V,hits_y,shrclusdir2,trk_end_x_v,hits_u,npi0,trk_sce_end_x_v,shr_tkfit_2cm_dedx_Y,shr_start_z_v,interaction,shrMCSMom,trk_hits_tot,shr_tkfit_nhits_V,shrclusdir0,slnunhits,hits_ratio,trkshrhitdist2,secondshower_V_dot,reco_nu_vtx_sce_x,secondshower_Y_nhit,shr_tkfit_npointsvalid,CylFrac2h_1cm,trk_sce_start_x_v,secondshower_U_dot,n_tracks_contained,shr_dedx_U,shr_tkfit_2cm_dedx_U,secondshower_V_nhit,trk_energy,true_e_visible,shr_tkfit_gap10_dedx_U,shr_energy_tot_cali,true_nu_px,shr_tkfit_gap10_nhits_Y,trk_llr_pid_score_v,CosmicIPAll3D,secondshower_V_vtxdist,matched_E,reco_nu_vtx_sce_z,shr_tkfit_dedx_V,secondshower_U_vtxdist,trk_phi,slpdg,trk_start_z_v,trk_distance,shr_hits_v_tot,shr_hits_y_tot,shrsubclusters0,nu_flashmatch_score,NeutrinoEnergy1,pt,pion_e,shr_energy_y_v,reco_nu_vtx_y,trkshrhitdist1,shr_id,shr_tkfit_gap10_nhits_V,trk_hits_max,shr_distance,NeutrinoEnergy2,pi0_e,shr_tkfit_gap10_nhits_U,true_nu_py,trk_score_v,shr_phi_v,slclustfrac,reco_nu_vtx_z,trk_sce_end_y_v,shr_energy,trk_bkt_pdg,mc_pdg,evnunhits,secondshower_Y_dot,shr_hits_tot,shr_tkfit_2cm_nhits_Y,tksh_distance,shr_py,shr_start_x,_opfilter_pe_beam,shr_phi,trk_hits_y_tot,NeutrinoEnergy0,npion,shr_hits_u_tot,trk_hits_v_tot,trk_sce_end_z_v,true_nu_pz,shr_start_x_v,trk_theta,true_nu_vtx_y,DeltaRMS2h,trk_bkt_E,shr_numi_Angle,trkpid,protonenergy,trackcaloenergy,subcluster,trkfit,anglediff_Y,anglediff_V,anglediff_U,trkthetacos,shr_trk_sce_start_x,shr_trk_sce_start_y,shr_trk_sce_start_z,shr_trk_sce_end_x,shr_trk_sce_end_y,shr_trk_sce_end_z,slclnhits,slclnunhits,shr_tkfit_nhits_tot,shr_tkfit_dedx_avg,shr_tkfit_2cm_nhits_tot,shr_tkfit_2cm_dedx_avg,shr_tkfit_gap10_nhits_tot,shr_tkfit_gap10_dedx_avg,shr_tkfit_dedx_max,reco_e,reco_e_qe,reco_e_rqe,bnbdata,extdata,is_signal,bkg_score,protontheta,protonphi,shr_trk_len,mevcm,n_tracks_tot,n_showers_tot,n_trks_gt10cm,n_trks_gt25cm,trk1_start_x_alltk,trk1_start_y_alltk,trk1_start_z_alltk,trk1_dir_x_alltk,trk1_dir_y_alltk,trk1_dir_z_alltk,tk1sh1_angle_alltk
2957,5,14.41362,-3.4028235e+38,0.10652461,1.3108965,230,670.8,[719.116],[87.6],[69.348],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.869],0.8450704,0.0026522474,0.0,1.9769225,4,1.0,0.0,0.6827568,523,45.459435,1,48.80796,[70.245],0.28772053,-2147483648,2.0237894,0.4482828,-3.4028235e+38,0.50205535,0.6840981,-3.4028235e+38,[57.726],0.68224597,0.854524,0,[70.23],2,5,0,0,1,373.65244,0.0,44.633305,4.8491077,1.7093728,358.2082,80.813614,87.44715,0.12940979,-2147483648,65.83341,0.9191375,5,0.0,-0.55984557,0.833652,11517,1320,70.07898,1440,2.259649,1.9417917,69.386,[670.785],[-0.235],9,4,-3.4028235e+38,[0.855],4,0,-3.4028235e+38,15792,2.3996174,371,40.647545,[131.319],426,0,[129.006],1.7212888,[670.8],-2147483648,84.6406,0,3,32.59,-2147483648,1.0,-1.0,0.9969149,86.08382,6,111,0.097345136,[86.244],0.90297407,0,2.3611465,1.7093728,9,0.0,0.0,1.7093728,0.66291815,-3.4028235e+38,7,[0.957],80.502,47.65598,0.0,670.5498,2.2141004,56.82909,-3.4028235e+38,12,[670.774],-3.4028235e+38,523,371,5,5.2526226,1028.8097,0.5149751,0.0,[682.246],69.208824,-1.0,1,2,0,0.34562173,852.80743,0.0,2,-3.4028235e+38,[0.003],[-0.224],0.9166667,670.53937,[60.532],0.68224597,0,[],-2147483648,0.18711083,1320,5,680.0433,-0.114628874,87.589066,1261.8955,-0.22447145,0,994.31396,0,426,0,[719.091],-3.4028235e+38,[87.589],-3.4028235e+38,-3.4028235e+38,4.043326,-3.4028235e+38,25.91888134678094,9999.0,9999.0,9999.0,15,0.08409090909090909,317.56064,14.28421,12.869434,0.853021,86.244156,70.245094,670.7847,129.00647,60.532227,719.09076,1320,0,16,1.980868548154831,11,1.642338915304704,11,2.185047604820945,2.0237894,0.7986966,1.1758507,1.4722121,1.0,0.0,False,0.8098544,9999.0,9999.0,65.2413,10.161019,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
3152,10,58.622784,-3.4028235e+38,0.9659757,0.8786429,7,834.6,[955.5],[20.093],[21.133],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.344],0.853211,0.061524265,0.0,2.1831915,1,1.0,0.0,0.91765904,682,121.50849,1,196.69066,[21.214],0.7968921,-2147483648,1.5538306,0.8608702,-3.4028235e+38,0.30713692,0.7770764,-3.4028235e+38,[34.736],0.9171482,0.35364813,0,[137.473],1,139,0,0,1,2513.382,0.0,153.40099,2.654373,1.0524296,3.360962,69.0469,20.189922,27.917618,-2147483648,153.40099,0.59343433,13,0.0,0.43403926,0.728739,380,2019,21.151867,2400,1.7325302,2.1025805,21.234995,[834.206],[0.31],2,4,-3.4028235e+38,[0.354],1,0,-3.4028235e+38,14432,-0.009310876,792,70.3856,[62.362],545,0,[61.433],1.375131,[834.6],-2147483648,243.20987,0,1,49.53043,-2147483648,1.0,-1.0,0.43708667,19.503963,4,4,0.14905451,[19.41],0.71831316,0,2.025217,1.0524296,5,0.0,0.0,-0.008675193,0.9501228,-3.4028235e+38,1,[0.957],69.0469,140.40959,0.0,834.5175,0.8786429,25.312721,-3.4028235e+38,12,[834.209],-3.4028235e+38,682,792,8,13.366486,1231.8159,0.31780595,0.0,[917.148],21.070024,-1.0,1,0,0,0.18327594,1146.4352,0.0,0,-3.4028235e+38,[0.062],[0.26],0.84125,834.52014,[34.809],0.9171482,0,[],-2147483648,0.13948934,2019,1,835.1142,0.081654996,20.191093,5026.3604,0.25984785,0,1076.7328,0,545,0,[955.847],-3.4028235e+38,[20.191],-3.4028235e+38,-3.4028235e+38,3.1524723,-3.4028235e+38,9.06975692550558,9999.0,9999.0,9999.0,31,0.001981178801386825,67.024635,30.705166,71.97806,0.853021,19.41024,21.214127,834.20624,61.432693,34.808834,955.8474,2019,0,4,1.2596834301948547,3,1.1020678281784058,1,1.7325302362442017,1.5538306,1.1447263,1.1918892,1.0412002,1.0,0.0,False,0.7443214,9999.0,9999.0,129.41127,7.341886,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
3203,9,47.813457,-3.4028235e+38,0.22098893,2.6405425,174,978.3,[1004.876],[50.639],[4.798],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.981],0.4225352,0.10302077,0.0,2.1246145,2,1.0,0.0,0.3730163,274,349.32062,1,43.22462,[4.96],2.4915643,-2147483648,2.0771976,0.21285684,-3.4028235e+38,0.2430685,0.9750112,-3.4028235e+38,[30.236],0.37250564,0.96351516,0,[52.294],5,33,0,0,1,254.47676,0.0,46.576748,5.3710155,2.2950861,28.849201,126.08985,50.57605,47.799297,-2147483648,58.498093,0.36178863,6,0.0,-0.22877373,0.3248175,8706,662,5.0303373,889,2.0771976,2.0793698,4.7805123,[978.536],[0.672],7,4,-3.4028235e+38,[0.964],1,0,-3.4028235e+38,14453,2.1189144,246,41.54393,[82.646],142,0,[82.166],2.4692674,[978.3],-2147483648,88.34392,0,8,344.61197,-2147483648,1.0,-1.0,0.9990248,49.88802,4,110,0.11415525,[49.954],0.9830664,0,0.45248076,2.8981972,51,0.0,0.0,1.6919748,0.37191102,-3.4028235e+38,7,[0.883],126.08985,66.03946,0.0,978.269,2.0989032,45.40374,-3.4028235e+38,12,[978.254],-3.4028235e+38,274,246,7,8.439275,414.301,0.30632192,0.0,[372.506],4.8682213,-1.0,1,7,0,0.3276703,465.63205,0.0,1,-3.4028235e+38,[0.103],[0.654],0.7446569,977.98694,[30.491],0.37250564,0,[],-2147483648,0.8999961,662,4,979.62024,0.18641573,50.616978,960.4486,0.6542465,0,237.93315,0,142,0,[1005.42],-3.4028235e+38,[50.617],-3.4028235e+38,-3.4028235e+38,2.3340452,-3.4028235e+38,41.51002801464,9999.0,9999.0,9999.0,22,0.1661631419939577,12.694729,0.014160156,4.7086487,0.853021,49.9537,4.960471,978.53644,82.16624,30.491385,1005.4205,662,0,17,2.1130459168378044,10,2.597797918319702,15,2.070983878771464,2.0989032,0.44808558,0.56484056,1.260564,1.0,0.0,False,0.8851693,9999.0,9999.0,49.11442,7.572338,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
3784,2,130.7219,-3.4028235e+38,0.88622814,0.3112019,168,942.89996,[982.301],[156.982],[-67.561],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.555],0.5104167,0.034097753,0.0,1.766645,3,1.0,0.0,0.3071211,143,165.83932,1,86.60944,[-69.375],1.9864404,-2147483648,1.9142652,0.26651838,-3.4028235e+38,-0.15072893,0.79941565,-3.4028235e+38,[-63.483],0.30661052,0.52004707,0,[46.383],1,3,0,0,1,3511.6528,0.0,21.459929,5.240206,1.6185373,21.003143,126.07485,156.78004,32.298473,-2147483648,30.34615,0.5253165,8,0.0,-0.5951017,0.9440559,8433,651,-69.37687,731,1.8464638,2.198589,-67.61921,[944.086],[2.934],8,4,-3.4028235e+38,[0.52],1,0,-3.4028235e+38,14607,2.3351939,316,119.26485,[135.538],192,0,[134.401],3.167567,[942.9],-2147483648,90.751434,0,1,142.90044,-2147483648,1.0,-1.0,0.93035316,154.9702,3,223,0.25480768,[155.168],0.9865405,0,3.4703145,0.5399444,4,0.0,0.0,1.6185373,0.32235482,-3.4028235e+38,8,[0.893],126.07485,7.681791,0.0,944.36896,0.3112019,44.896027,-3.4028235e+38,12,[942.43],-3.4028235e+38,143,316,8,5.7954383,202.54985,0.15261492,0.0,[306.611],-67.57645,-1.0,1,2,0,0.20513618,383.26315,0.0,3,-3.4028235e+38,[0.034],[2.984],0.89056087,942.7134,[-64.49],0.30661052,0,[],-2147483648,0.101907544,651,5,958.2462,0.023918737,156.85379,226.60387,2.984218,0,303.78125,0,192,0,[984.001],-3.4028235e+38,[156.854],-3.4028235e+38,-3.4028235e+38,2.2762253,-3.4028235e+38,52.948182780315506,9999.0,9999.0,9999.0,18,0.3425499231950845,98.2617,98.423416,22.938889,0.853021,155.16826,-69.37502,944.0858,134.40115,-64.49036,984.0014,651,0,12,1.7067445889115334,7,2.3841401977198466,13,1.8690546200825617,1.9142652,0.3883793,0.38970026,1.0034012,1.0,0.0,False,0.926686,9999.0,9999.0,45.259106,7.1224303,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
3795,16,65.035736,-3.4028235e+38,0.11464961,-3.4028235e+38,3,253.4,[471.743],[113.704],[-74.018],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.693],0.46567163,0.00036096404,0.0,2.3435273,1,1.0,0.0,0.85204595,685,43.320126,1,177.63205,[-75.59],6.4456773,-2147483648,5.8405023,0.7595428,-3.4028235e+38,0.28250554,0.8410466,-3.4028235e+38,[-13.239],0.8515351,0.47029614,0,[271.988],0,8,0,0,1,1955.663,0.0,17.21811,4.825392,3.9957762,68.76315,134.3226,113.8489,39.67642,-2147483648,17.21811,0.3138686,15,0.0,-0.36421385,0.37664235,195,1705,-75.48378,1903,1.2600187,2.2461524,-74.0278,[253.224],[0.97],4,4,-3.4028235e+38,[0.47],1,0,-3.4028235e+38,14902,-3.4028235e+38,685,69.61189,[186.162],335,0,[182.474],17.398756,[253.4],-2147483648,273.82874,0,0,25.739952,-2147483648,1.0,-1.0,0.95283836,112.09349,7,116,0.0,[111.951],0.73342717,0,0.593753,3.9957762,16,0.0,0.0,-0.008657796,0.86419773,-3.4028235e+38,4,[0.961],133.4293,168.5482,0.0,253.42545,-3.4028235e+38,40.057762,-3.4028235e+38,12,[253.096],-3.4028235e+38,685,685,11,3.764186,1043.0806,0.38610485,0.0,[851.535],-73.90806,-1.0,1,0,0,0.15971883,1064.4188,0.0,0,-3.4028235e+38,[0.],[0.75],0.8959538,253.29552,[-11.951],0.8515351,0,[],-2147483648,0.9248376,1705,2,287.5011,0.26318735,113.86491,829.2486,0.7500117,0,752.06134,0,335,0,[471.883],-3.4028235e+38,[113.865],-3.4028235e+38,-3.4028235e+38,9.245793,-3.4028235e+38,21.485894091133627,9999.0,9999.0,9999.0,42,0.06803519061583578,0.8487396,25.359318,17.580173,0.853021,111.95121,-75.59015,253.22437,182.47357,-11.950659,471.88254,1705,0,5,5.4715570449829105,3,12.931096076965332,4,1.2600187063217163,5.8405023,1.0412021,1.1641872,1.1181184,1.0,0.0,False,0.7962955,9999.0,9999.0,238.40047,3.6249835,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
3850,3,45.449093,-3.4028235e+38,0.87072986,1.5076467,45,141.8,[184.507],[232.899],[-33.52],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.502],0.90140843,0.0085077705,0.0,1.8938673,4,1.0,0.0,0.38961107,176,66.71797,1,16.365719,[-35.333],1.6255031,-2147483648,1.9570111,0.34110323,-3.4028235e+38,0.18709488,0.89643675,-3.4028235e+38,[-31.113],0.3891004,0.50433344,0,[50.203],4,3,0,0,1,69.5858,0.0,5.876977,2.128333,1.8783137,297.10645,70.90465,231.8013,316.38885,-2147483648,11.329176,0.9372694,2,0.0,-0.61204875,0.79545456,2292,589,-35.449387,620,1.8921629,2.312431,-33.49781,[140.907],[0.058],12,4,-3.4028235e+38,[0.504],1,0,-3.4028235e+38,16578,2.310127,271,61.320427,[256.073],142,0,[255.349],1.6066451,[141.8],-2147483648,130.81042,0,6,39.076824,-2147483648,1.0,-1.0,0.64673644,230.6217,1,242,0.42413792,[231.752],0.60632575,0,2.0150135,1.9495255,2,0.0,0.0,1.7866951,0.4041271,-3.4028235e+38,12,[0.885],70.90465,10.297744,0.0,139.05406,2.0544004,39.10756,-3.4028235e+38,12,[141.746],-3.4028235e+38,176,271,2,1.7056663,405.17868,0.1882694,0.0,[389.1],-33.688225,-1.0,1,5,0,2.1359656,486.3755,0.0,4,-3.4028235e+38,[0.009],[0.112],0.95,139.91824,[-33.175],0.3891004,0,[],-2147483648,3.4028235e+38,589,6,274.6312,0.02099701,232.79381,83.44812,0.1117589,0,412.0199,0,142,0,[184.165],-3.4028235e+38,[232.794],-3.4028235e+38,-3.4028235e+38,1.7239065,-3.4028235e+38,8.679299404062274,9999.0,9999.0,9999.0,7,0.41086587436332767,235.78601,270.93976,27.641148,0.853021,231.75162,-35.332825,140.90749,255.34933,-33.174725,184.16537,589,0,22,1.9692632068287244,11,1.6018166216936978,21,1.9715890770866757,1.9570111,0.48690012,0.49990186,1.0267031,1.0,0.0,False,0.80391985,9999.0,9999.0,49.322964,8.193488,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
4059,9,168.65929,-3.4028235e+38,0.7093691,1.1795261,20,338.30002,[411.703],[180.474],[44.998],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.68],0.6294964,0.0023159562,0.0,2.1623433,7,1.0,0.0,0.38544455,197,38.898323,1,44.527092,[50.212],0.38928926,-2147483648,2.0068855,0.29435512,-3.4028235e+38,-0.22289838,0.9269594,-3.4028235e+38,[14.122],0.3849339,0.7018068,0,[102.753],2,5,0,0,1,562.3431,0.0,3.2194042,3.754642,1.9778185,82.91151,54.379368,180.48785,145.77441,-2147483648,3.2194042,0.71513355,5,0.0,-0.10318334,0.48730963,1049,812,50.201496,1112,2.0068855,2.072529,44.964092,[338.351],[-2.705],9,4,-3.4028235e+38,[0.702],3,0,-3.4028235e+38,14266,1.5603515,337,127.35324,[125.243],278,0,[121.999],2.0068855,[338.3],-2147483648,182.16452,0,3,132.70079,-2147483648,1.0,-1.0,0.9405605,177.98091,6,184,0.113300495,[177.967],0.30639604,0,2.0958376,3.3141124,77,0.0,0.0,1.9778185,0.38491988,-3.4028235e+38,9,[0.937],49.753643,136.55554,0.0,338.3206,0.9382934,7.0135517,-3.4028235e+38,12,[338.412],-3.4028235e+38,197,337,7,3.4917278,436.51434,0.24884245,0.0,[384.934],44.985687,-1.0,1,2,0,0.15656534,481.16736,0.0,7,-3.4028235e+38,[0.002],[-2.681],0.73021585,338.38104,[15.871],0.3849339,0,[],-2147483648,0.5373403,812,5,386.00107,-0.11062946,180.35564,403.81866,-2.6808915,0,395.44986,0,278,0,[411.756],-3.4028235e+38,[180.356],-3.4028235e+38,-3.4028235e+38,3.1133876,-3.4028235e+38,60.389606892232784,9999.0,9999.0,9999.0,21,0.22660098522167488,44.441734,22.884872,93.80247,0.853021,177.96686,50.21221,338.35126,121.9989,15.871416,411.7562,812,0,19,1.8274515459412022,10,2.233581709861755,18,1.9459667868084378,2.0068855,0.46375892,0.5251354,1.1323457,1.0,0.0,False,0.7906583,9999.0,9999.0,98.48851,3.908272,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
4138,11,86.98038,-3.4028235e+38,0.9191131,1.9333065,91,526.8,[661.387],[130.25],[-86.196],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.093],0.8370672,0.034002475,0.0,2.2385836,5,1.0,0.0,0.7520376,406,160.59767,1,118.04514,[-89.568],1.9986326,-2147483648,1.9145902,0.7510875,-3.4028235e+38,0.023280583,0.91524696,-3.4028235e+38,[-70.261],0.7515267,0.05027142,0,[172.093],4,5,0,0,1,2636.3406,0.0,8.94772,5.66282,2.0277414,103.219955,63.19657,130.23947,200.53738,-2147483648,8.94772,0.7916667,9,0.0,0.19114831,0.31034482,4561,1593,-89.862495,1835,1.934995,2.1744823,-86.49855,[526.481],[-1.453],6,4,-3.4028235e+38,[0.05],4,0,-3.4028235e+38,15497,2.132201,696,88.23333,[154.712],491,0,[152.297],1.89443,[526.8],-2147483648,95.18256,0,6,86.69751,-2147483648,1.0,-1.0,0.9960723,128.66418,7,176,0.12098009,[128.661],0.9419296,0,1.9894677,2.0064716,11,0.0,0.0,2.0277414,0.7292417,-3.4028235e+38,4,[0.951],61.465027,49.92703,0.0,526.6686,1.9333065,38.059074,-3.4028235e+38,12,[526.599],-3.4028235e+38,406,696,7,7.997398,880.1904,0.037790075,0.0,[751.527],-86.47732,-1.0,1,4,0,0.02681598,939.4084,0.0,3,-3.4028235e+38,[0.034],[-0.907],0.8681199,526.78625,[-74.465],0.7515267,0,[],-2147483648,0.9667882,1593,4,549.5091,-0.029767502,130.23055,380.88898,-0.9070778,0,918.02936,0,491,0,[661.417],-3.4028235e+38,[130.231],-3.4028235e+38,-3.4028235e+38,10.128137,-3.4028235e+38,21.148041893693307,9999.0,9999.0,9999.0,27,0.11048336472065286,14.986626,113.55701,73.90016,0.853021,128.66096,-89.567856,526.481,152.2974,-74.46532,661.41724,1593,0,17,1.9544757253983442,12,1.9447360436121623,11,2.0320007584311743,1.9145902,0.87860453,0.9065594,1.0318173,1.0,0.0,False,0.846336,9999.0,9999.0,137.82072,5.291234,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
4593,9,34.42047,-3.4028235e+38,0.9487821,2.9646251,46,898.8,[984.293],[30.29],[-25.84],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.419],0.5705263,0.005515559,0.0,2.0110261,10,1.0,0.0,0.68211263,374,14.066795,1,37.106785,[-25.63],0.5133913,-2147483648,1.8955379,0.61420816,-3.4028235e+38,0.22816499,0.84149396,-3.4028235e+38,[-47.053],0.6816018,0.44999376,0,[106.638],2,19,0,0,1,943.75507,0.0,193.4114,4.902718,1.8826731,83.72684,102.38214,30.28733,243.78065,-2147483648,196.49873,0.5784499,10,0.0,0.5089308,0.64171124,2326,1378,-25.758186,1482,1.9013422,2.0395823,-25.87679,[898.843],[-0.73],12,4,-3.4028235e+38,[0.45],5,0,-3.4028235e+38,16185,2.5766459,529,69.637085,[55.126],475,0,[54.529],1.942889,[898.8],-2147483648,103.26448,0,3,64.12462,-2147483648,1.0,-1.0,0.7089447,29.351143,3,320,0.117117114,[29.354],0.96640927,0,2.254075,2.1724372,2,0.0,0.0,1.8068591,0.6913799,-3.4028235e+38,11,[0.941],100.65881,53.063274,0.0,898.8088,2.9462907,122.515144,-3.4028235e+38,12,[898.802],-3.4028235e+38,374,529,12,5.2194514,888.69507,0.29669166,0.0,[681.602],-25.96753,-1.0,1,3,0,0.09617348,852.00226,0.0,9,-3.4028235e+38,[0.006],[-0.693],0.9298246,898.7681,[-46.868],0.6816018,0,[],-2147483648,0.99617344,1378,7,899.6823,-0.18964882,30.286644,3579.4001,-0.693473,0,795.87537,0,475,0,[984.456],-3.4028235e+38,[30.287],-3.4028235e+38,-3.4028235e+38,5.72267,-3.4028235e+38,13.035239956934165,9999.0,9999.0,9999.0,31,0.23222060957910015,14.089752,209.36018,50.057823,0.853021,29.353659,-25.630335,898.8427,54.529438,-46.867634,984.4559,1378,0,25,2.0164823150634765,14,2.1708327872412547,23,1.9524536288302878,1.8955379,0.83298784,0.89961267,1.079983,1.0,0.0,False,0.86975086,9999.0,9999.0,91.73034,7.537091,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
4642,8,160.7236,-3.4028235e+38,0.7165737,12.3380995,150,945.55,[952.798 946.252],[175.607 179.989],[-93.171 -93.834],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[1.454 0.856],0.171875,0.05909051,0.0,0.3503091,0,1.0,0.0,0.2767496,191,177.44217,1,171.82462,[-97.715 -98.899],9.310624,-2147483648,0.49079326,0.047701515,-3.4028235e+38,-0.26270947,0.88688755,-3.4028235e+38,[-84.663 -95.965],0.2762391,1.3975679,0,[44.859  7.438],2,4,0,0,1,1366.4232,0.0,30.61878,4.4916577,-3.4028235e+38,249.15617,80.24626,180.22246,124.635414,-2147483648,30.61878,0.45909092,5,0.0,-0.17608075,0.29411766,7549,535,-98.79215,677,0.5245565,0.3635801,-93.34016,[946.506 943.024],[ 2.899 -2.864],3,4,-3.4028235e+38,[ 1.398e+00 -3.403e+38],0,0,-3.4028235e+38,16067,6.7333713,234,165.77568,[136.538 173.946],146,0,[135.428 173.067],0.41308558,[ 9.455e+02 -3.403e+38],-2147483648,81.14178,0,6,187.11429,-2147483648,1.0,-1.0,0.69964504,179.1936,6,12,0.17582418,[174.593 178.967],0.8779733,0,0.8655055,-3.4028235e+38,6,0.0,0.0,-3.4028235e+38,0.26283363,-3.4028235e+38,2,[0.779 0.114],80.24626,41.620193,0.0,942.7974,6.229608,148.49733,-3.4028235e+38,12,[945.543 942.093],-3.4028235e+38,187,220,10,17.983898,262.264,0.27260762,0.0,[ 2.762e+02 -3.403e+38],-93.71321,-1.0,1,7,0,6.0003304,345.29886,0.0,0,-3.4028235e+38,[0.059 0.334],[ 2.871e+00 -3.403e+38],0.8434269,941.8626,[ -86.258 -100.609],0.2762391,0,[],-2147483648,0.7727069,535,2,966.21875,0.07279187,175.50356,349.66235,2.8712926,0,181.8266,0,128,0,[953.763 947.064],-3.4028235e+38,[ 1.755e+02 -3.403e+38],-3.4028235e+38,-3.4028235e+38,2.4899502,-3.4028235e+38,103.05989137435233,9999.0,9999.0,9999.0,23,0.022429906542056073,83.38049,36.08819,9.672119,0.853021,174.59348,-97.71476,946.5061,135.42842,-86.257965,953.7625,571,0,9,4.316669791936874,4,6.375592529773712,9,5.3536346488528785,6.229608,0.31666702,0.4711866,1.487956,1.0,0.0,False,0.8018563,9999.0,9999.0,41.446533,6.3415103,0,2,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
4819,8,122.41983,-3.4028235e+38,0.88733256,1.622741,188,511.0,[618.701],[223.497],[-51.359],[],1,-3.4028235e+38,-3.4028235e+38,-1.0,[0.184],0.47126436,0.0069542406,0.0,1.9837782,5,1.0,0.0,0.26295754,159,139.33784,1,173.6538,[-55.812],2.0113282,-2147483648,1.8233576,0.25227863,-3.4028235e+38,-0.071041815,0.94171834,-3.4028235e+38,[-63.312],0.26244703,0.2859673,0,[117.546],3,5,0,0,1,191.50461,0.0,8.824969,5.3747954,1.9858484,107.70417,53.56964,223.52081,299.12436,-2147483648,8.824969,0.61085975,6,0.0,-0.056565315,0.5660377,9434,554,-55.447872,813,1.8353591,1.8822666,-51.51114,[510.853],[-2.906],11,4,-3.4028235e+38,[0.286],4,0,-3.4028235e+38,14873,2.055277,221,105.65495,[186.916],174,0,[184.33],1.874513,[511.],-2147483648,178.97794,0,6,115.68438,-2147483648,1.0,-1.0,0.77083176,221.55363,10,195,0.0,[221.529],0.20076552,0,1.9814389,1.8308939,10,0.0,0.0,2.5022278,0.25969464,-3.4028235e+38,12,[0.87],53.56964,50.1427,0.0,510.5904,1.9201447,32.466774,-3.4028235e+38,12,[511.011],-3.4028235e+38,159,221,9,2.4400423,349.7448,0.074176535,0.0,[262.447],-51.03362,-1.0,1,5,0,0.5391392,328.0588,0.0,3,-3.4028235e+38,[0.007],[-2.85],0.6814268,510.7501,[-68.411],0.26244703,0,[],-2147483648,0.9976711,554,6,560.11584,-0.021335855,223.50697,104.26033,-2.849835,0,384.2759,0,174,0,[618.607],-3.4028235e+38,[223.507],-3.4028235e+38,-3.4028235e+38,5.9192567,-3.4028235e+38,38.5722734598944,9999.0,9999.0,9999.0,23,0.351985559566787,2.0492172,176.70453,23.653465,0.853021,221.52895,-55.812454,510.8533,184.3302,-68.410515,618.6073,554,0,22,1.8866838000037454,13,1.802990509913518,20,1.990368902683258,1.8233576,0.3128851,0.3205901,1.0246257,1.0,0.0,False,0.91630036,9999.0,9999.0,114.688194,2.2643538,0,1,0,0,9999.0,9999.0,9999.0,9999.0,9999.0,9999.0,99999.0
